NOTE: no readable battery power rail; power_w is NaN and J/GB is NOT measurable on this device.
repeat,mode,pattern,size_kb,threads,bytes,seconds,MBps,iops,lat_p50_us,lat_p99_us,errors,first_errno,power_w,temp_start_c,temp_end_c,temp_zone
2,direct,seq,64,1,2053570560,2.0002,1026.70,15666.2,57.0,178.6,0,0,nan,60.1,58.8,pm8550_tz
2,direct,seq,64,2,1805385728,2.0003,902.57,13772.1,142.2,191.4,0,0,nan,58.8,58.2,pm8550_tz
2,direct,seq,64,4,3117416448,2.0004,1558.41,23779.4,163.9,262.2,0,0,nan,58.0,58.7,pm8550_tz
2,direct,seq,64,8,4178771968,2.0011,2088.24,31864.1,241.7,426.8,0,0,nan,58.4,59.5,pm8550_tz
2,direct,seq,128,1,3115712512,2.0002,1557.67,11884.1,78.1,215.2,0,0,nan,59.4,58.9,pm8550_tz
2,direct,seq,128,2,2406744064,2.0004,1203.13,9179.2,216.5,311.2,0,0,nan,58.9,58.5,pm8550_tz
2,direct,seq,128,4,4092592128,2.0004,2045.85,15608.6,249.8,396.2,0,0,nan,58.3,59.3,pm8550_tz
2,direct,seq,128,8,5455347712,2.0007,2726.78,20803.7,374.9,636.0,0,0,nan,59.3,60.5,pm8550_tz
2,direct,seq,256,1,4007657472,2.0002,2003.66,7643.4,119.4,298.2,0,0,nan,60.3,59.9,pm8550_tz
2,direct,seq,256,2,3807903744,2.0003,1903.64,7261.8,271.8,403.5,0,0,nan,59.8,60.0,pm8550_tz
2,direct,seq,256,4,5411962880,2.0005,2705.34,10320.1,377.1,645.2,0,0,nan,59.8,60.8,pm8550_tz
2,direct,seq,256,8,5478023168,2.0009,2737.72,10443.6,753.6,1144.9,0,0,nan,60.5,60.9,pm8550_tz
2,direct,seq,512,1,4809293824,2.0004,2404.21,4585.7,196.8,467.3,0,0,nan,61.0,60.7,pm8550_tz
2,direct,seq,512,2,4507303936,2.0005,2253.07,4297.4,443.6,682.6,0,0,nan,60.3,60.8,pm8550_tz
2,direct,seq,512,4,5436866560,2.0009,2717.17,5182.6,754.2,1131.0,0,0,nan,60.5,61.0,pm8550_tz
2,direct,seq,512,8,5506072576,2.0016,2750.83,5246.8,1509.6,2005.9,0,0,nan,60.9,61.3,pm8550_tz
2,direct,seq,1024,1,4983881728,2.0004,2491.47,2376.1,381.9,820.8,0,0,nan,61.2,60.7,pm8550_tz
2,direct,seq,1024,2,4985978880,2.0007,2492.18,2376.7,840.4,1304.8,0,0,nan,60.4,60.9,pm8550_tz
2,direct,seq,1024,4,5792333824,2.0017,2893.66,2759.6,1430.6,1944.6,0,0,nan,60.7,61.3,pm8550_tz
